Headline,Sentiment
Facebook is the 10th fastest-growing company in the U.S.,positive
Facebook now leads Google as go-to source for news links,positive
Facebook (FB) Stock Gains on Siri Competitor Launch,positive
Facebook introduces virtual personal assistant,positive
Facebook just unveiled its answer to Siri,positive
1 Billion People Used Facebook on Monday,positive
Facebook launches Siri rival...with real humans,positive
Facebook reached an unbelievable milestone this week,positive
Facebook says 1 billion people used its social network on a single day,positive
Facebook sets user record as more than 1bn people log on in single day,positive
A big day for Facebook,positive
Facebook Creates New Record: Hits 1B Active Users in a Day,positive
"Facebook hits big milestone, Zuckerberg says",positive
Facebook users flood Mark Zuckerberg with thank you,positive
Chartist says Facebook goes higher,positive
Cramer: Charts predict Facebook headed much higher,positive
Facebook close sets speed record for $250 billion market cap,positive
Facebook opens first Africa office,positive
Facebook to add more computing power,positive
Facebook to add more computing power with Texas data center,positive
Top trades for the 2nd half: Valero & Facebook,positive
Facebook Enters S&P 500 Top 10 With Quarter Trillion Market Cap,positive
"Jim Cramer's Top Takeaways: Box, Netflix, Fitbit, Chipotle, Facebook",positive
Google shares soar as YouTube growth allays fears over Facebook,positive
"Silver Arrow Top Long Positions: Facebook Inc (FB), Celgene Corporation (CELG), Hertz Global Holdings Inc (HTZ), More",positive
[video] Facebook Looks Even Better for the Second Half of the Year; What Jim Cramer Thinks,positive
Facebook Inc's Biggest Advantage in E-Commerce,positive
Facebook's ascent has investors betting on more gains,positive
"Paced by Facebook, Customer Satisfaction Up for Social-Media Sites",positive
UBS backs bullish calls on Twitter and Facebook ahead of earnings,positive
Why Earnings Season Could Be Great for Facebook (FB) - Tale of the Tape,positive
"As Mobile Video Ads Soar At Facebook, Big Brands Pile In",positive
Facebook stock options point to post-earnings fireworks,positive
Facebook's Revenue Rises 39%--Live Blog,positive
Facebook's mobile advertising onslaught continues,positive
Facebook's second-quarter earnings slightly beat Wall Street's estimates,positive
Facebook 'Hail to the Chief' profit,positive
Facebook mobile ad revenue is on a tear,positive
Live blog: Facebook earnings may show video progress,positive
Live blog: Facebook tops quarterly expectations despite soaring expenses,positive
Mobile advertising propels Facebook revenues,positive
Mobile is Facebook cash cow,positive
One in every five minutes on a mobile phone is spent on Facebook,positive
Recap: Facebook tops quarterly expectations despite soaring expenses,positive
Strong Growth at Facebook Faces Valuation and Performance,positive
This could send Facebook to new highs,positive
3 Ways Facebook is Crushing Twitter,positive
All of Facebook's revenue growth since it went public comes from one source: mobile ads,positive
Cramer: A massive mistake to sell Facebook now,positive
Facebook's mobile ad revenues soar,positive
Facebook's plan for world tech domination,positive
"Goldman Sachs On Facebook: We 'Like' It Despite FX, Lower Ad Outlook",positive
"Is Facebook a Buy Now? Absolutely, Says Jim Cramer",positive
Tremendous video opportunities for Facebook: Pro,positive
Why Facebook watchers are still excited about its money-making prospects,positive
Facebook Inc's Oculus Could Be Much Bigger Than You Think,positive
Will Facebook (FB) Stock be Helped by Instagram's Advertising Interface Switch?,positive
Facebook takes on Periscope with live-video streaming for celebrities,positive
Facebook tests online market in Australia: Report,positive
Priceline CEO: Facebook 'Finally' Useful To Business,positive
Why Facebook could win the live streaming battle,positive
And the winner of the GOP debate is Facebook,positive
Facebook the early winner after GOP debate,positive
Facebook's big night,positive
Instagram revenue to get 170% boost as Facebook expands ads,positive
"Twitter Loses to Facebook in Republican Debate, Says SunTrust",positive
How Facebook is fuelling the growth of the super start-up,positive
Coverage initiated on Facebook by Susquehanna,positive
Facebook is trying to make it even more tempting for you to buy products from the News Feed,positive
Facebook autoplaying ads are coming to more apps,positive
"Social Media Pair Trade: Susquehanna Starts Yahoo & Facebook At Positive, Twitter & Yelp At Neutral",positive
Facebook reportedly testing Twitter-like news app,positive
"Facebook, Google Lead 3 Top-Rated Big-Cap Internets",positive
Facebook Inc.'s Latest Push to Make Money From Messenger,positive
"Facebook, Google Lead Social Login Surge",positive
"Soros takes Time Warner Cable stake, adds to Facebook, sells Alibaba in Q2",positive
"Digits: Twitter, Facebook Push Real-Time Streaming",positive
Facebook's Mobile Dominance,positive
Facebook revamps 'Notes' to be your next blogging platform,positive
3 Reasons Why Oculus Rift Will Lift Facebook Stock,positive
Facebook Is Going After Twitter's Last Bastion,positive
Ryanair Celebrates Record Facebook Followers,positive
"Facebook still No. 1 among online adults, but Pinterest and Instagram on the rise",positive
"Facebook, Uber Show Investors the Path to Profit",positive
How Facebook Is Dominating The Competition,positive
"Apple, Facebook, Netflix: Stock Market Movers",positive
Happy camper with Netflix and Facebook: Mark Cuban,positive
Cuban: Here's why I'm buying Facebook,positive
"Facebook, Amazon 'Best in Class,' Says Mizuho; Hold off on NFLX",positive
"Facebook, Netflix shine",positive
"Good Time To Buy Facebook, Amazon, Google: Analyst",positive
Facebook Exceeds Analysts Expectations for 2Q15 Earnings,positive
Facebook creates AI-powered virtual assistant,positive
Facebook launches new standalone app 'Moments' in India,positive
"Facebook's new virtual assistant can do wonders, but it relies on 'a few dozen' human employees behind the curtain",positive
"Facebook, Starbucks Providing Safety Amid Turmoil",positive
Facebook Investments in Long-Term Projects,positive
"Facebook M adds to mobile assistant sprawl with Cortana, Siri, Google Now",positive
Facebook Says 1 Billion People Used Facebook on Monday,positive
Facebook hits 1 billion users in one day,positive
Facebook is rolling out a solution to its 'freebooting' problem,positive
Facebook tackles video freebooters,positive
Facebook tests new virtual assistant,positive
"Facebook's Instagram adds new photo sizes to keep users, attract ads",positive
"For the first time, 1 billion people used Facebook in a day",positive
One billion people logged onto Facebook Monday in new company milestone,positive
Facebook Advertising Revenue Grows 43% in 2Q15,positive
One Billion People Used Facebook In Single Day,positive
One Billion People Used Facebook On Monday,positive
Facebook Moves to Help Sift Out Unauthorized Video,positive
"Facebook, IBD 50's 5 Most Liquid Stocks Setting Up",positive
Facebook New Spam-Killer Hints at the Future of Coding,positive
Cost-Cutting Plan Sends Freeport-McMoRan Inc's Stock Soaring,positive
Freeport-McMoRan (FCX) Stock Pops Amid Rallying Copper Prices,positive
Freeport-McMoRan Announces Cost Reduction Plans,positive
Freeport-McMoRan Copper & Gold Inc. (FCX) Stock Jumps 8% As Morgan Stanley Analyst Reiterates Positive Outlook For Company: Hedge Funds Disagree,positive
Freeport-McMoRan Debt Levels Increase Further in 2Q15,positive
Global Turmoil Continues to Weigh on Freeport-McMoRan,positive
"Freeport-McMoRan (FCX) Stock Up After Reducing Oil, Gas Spending",positive
Freeport-McMoRan Announces Significant Reduction in Oil & Gas Capital Budget & Continuing Review of Mining Operations,positive
Freeport-McMoRan to Cut Oil-and-Gas Spending,positive
"Cramer -- Biogen Rally Could Boost Sector, Freeport-McMoRan Hopes for Rebound",positive
Freeport-McMoRan (FCX) Stock Rallying on Stock Sale of up to $1 Billion,positive
Freeport-McMoRan Inc (FCX) Up On Equity Offer Filing,positive
"Freeport-McMoRan Could Double On Copper, Oil Recovery And Mining Revamp",positive
8:02 am Freeport-McMoRan announces further spending cuts in response to market conditions; 25% reduction ($700 million) in estimated 2016 mining capital expenditures; Projected consolidated 2016 capital expenditures for Mining and Oil & Gas,positive
"Freeport-McMoRan (FCX) Spikes on Icahn Stake, Spending Cuts",positive
Freeport-McMoRan (FCX) Stock Gains on Spending Cuts,positive
Freeport-McMoRan Inc (FCX) Shares Rally As Copper Producer Announces Correctional Measures,positive
Freeport-McMoRan unveils cuts to investment and US workforce,positive
Freeport-McMoRan Rally Continues After Icahn Discloses Stake,positive
"Freeport-McMoRan shares up after Icahn buys stake, costs cut",positive
Discount Retailer Dollar Tree Gets Okay to Buy Family Dollar,positive
Dollar Tree wins OK for Family Dollar takeover,positive
Dollar Tree-Family Dollar deal gets FTC approval,positive
FTC approves Dollar Tree's takeover of Family Dollar,positive
Family Dollar-Dollar Tree merger wins FTC approval; closing expected Monday,positive
Family Dollar Stockholders Approve Dollar Tree Merger,positive
Family Dollar accepts Dollar Tree takeover,positive
FedEx Drivers Continue to Earn Honors at 2015 State Truck Driving Championships,positive
CEO: Lower oil prices good for FedEx,positive
FedEx Express Plans to Acquire 50 Additional Boeing 767-300F Aircraft,positive
FedEx Office Optimizes Commercial Print Production With Industry-Leading Technology,positive
FedEx agrees to take over Dutch rival TNT Express,positive
FedEx orders 50 Boeing freighters in deal worth $9.97 billion at list prices,positive
FedEx orders Boeing planes,positive
FedEx sees huge day for 'Cyber Monday',positive
FedEx to Buy as Many as 100 Boeing 767s,positive
FedEx to buy TNT for $4.8 billion to expand Europe deliveries,positive
FedEx tops 3Q profit forecasts,positive
"FedEx tops 3Q profit jumps, but revenue, outlook disappoint",positive
Reasons for a Bullish Outlook on FedEx,positive
"TNT Express chairman ""certain"" EU will approve FedEx deal",positive
US STOCKS-Futures tick up with eyes on FedEx,positive
US delivery company FedEx buys TNT Express for 4.4bn,positive
Citi: FedEx Is 'The Most Compelling Name In Transportation',positive
Is FedEx Stock a Buy?,positive
FedEx and Pilots Reach Tentative Agreement on Collective-Bargaining Pact,positive
FedEx reaches tentative agreement with pilots' union,positive
FedEx: Three Reasons It's Still a Buy,positive
5:20 pm FedEx and the FedEx Pilots' Union leadership voted late yesterday to approve the tentative contract agreement reached on August 19,positive
FedEx pilot union's executive council votes in favor of labor contract,positive
Exclusive: FirstEnergy proceeding with critical project at Beaver County power plant,positive
"FirstEnergy Opens New Machine Shop and Maintenance Headquarters in Canonsburg, Pennsylvania",positive
FirstEnergy Utilities Receive Energy Association of Pennsylvania Safety Awards,positive
FirstEnergy beats 1Q profit forecasts,positive
FirstEnergy beats 3Q profit forecasts,positive
FirstEnergy beats 2Q profit forecasts,positive
FirstEnergy upgraded by RBC Capital Mkts,positive
Bulls come back to F5 Networks,positive
F5 Launches New Cloud-Based Web Application Firewall Service in EMEA,positive
"F5 Networks Is High Quality And Undervalued, Bernstein Says",positive
"4:12 pm F5 Networks beats by $0.07, reports revs in-line; guides Q4 EPS just above consensus, revs in-line",positive
Cantor's Brian White: F5 Networks Has 'Modest Upside' This Quarter,positive
F5 Helps Global Enterprises Counter Online Fraud and Security Attacks,positive
F5 Networks (FFIV) Gains on Q3 Earnings & Revenue Beat - Analyst Blog,positive
F5 Networks (FFIV) Stock Gains in After-Hours Trading on Quarterly Earnings,positive
F5 Networks Stock Rises On Fiscal Q3 Earnings Beat,positive
"F5 Networks revenue, profit beat as services income jumps",positive
F5 beats Street 2Q forecasts,positive
F5 beats Street 3Q forecasts,positive
F5 beats Street 4Q forecasts,positive
F5 tops 1Q profit forecasts,positive
"F5 Networks (FFIV) Shares March Higher, Can It Continue? - Tale of the Tape",positive
Fidelity Nat'l Info upgraded by Robert W. Baird,positive
Nonstop Innovation Earns FIS a Stevie Award,positive
Fidelity National beats 2Q profit forecasts,positive
Fidelity National Information in exclusive talks to buy SunGard -source,positive
Fidelity National Said in Exclusive Talks to Acquire SunGard,positive
"Better, Faster, More Supportive: FIS is the New Core of Choice for Security First",positive
"7:02 am Fidelity Nat'l Info to acquire SunGard for ~$9.1 bln, combined company will have over $9.2 bln in annual revenues",positive
"Deals of the Day: FIS Buys SunGard, Capital One Does GE Deal",positive
Fidelity National Shares Surge on $9.1 Billion SunGard Takeover,positive
Fidelity National to buy SunGard in deal valued at $9.1 billion,positive
Fidelity National to buy rival SunGard,positive
Fidelity National to buy software maker SunGard in $9.1 bln deal,positive
Why Fidelity National Is Buying SunGard for $9.1B,positive
Fidelity National (FIS) Looks Good: Stock Gains 8.7%,positive
Fidelity National Information (FIS) Stock Price Target Raised at Oppenheimer,positive
RBC Is Buying Fidelity National On The Pullback,positive
Fiserv Continues to Gain Momentum with Bank Account Processing Solutions,positive
Fiserv Enhances Chip Card Production Capabilities to Support Migration to EMV Chip Cards,positive
Fiserv Recognized as a Mobile Banking and Payments Leader by IDC MarketScape,positive
Fiserv beats Street 3Q forecasts,positive
Fiserv tops 1Q profit forecasts,positive
Fiserv upgraded by Oppenheimer,positive
Fiserv's (FISV) Efforts Yield Results: Stock Hits 52-Week High - Analyst Blog,positive
Fiserv beats 2Q profit forecasts,positive
Aite Group Recognizes Fiserv with Award for Most Extensible Anti-Money Laundering Solution,positive
Fiserv Hits a New 52-Week High on Encouraging Q2 Results,positive
"Fifth Third (FITB) to Optimize Branches, Aims $60M Savings - Analyst Blog",positive
Fifth Third Bank Launches London Office,positive
Fifth Third Hits 52-Week High on Cost-Save Measures - Analyst Blog,positive
Fifth Third tops Street 4Q forecasts,positive
Fifth Third Catches Up To The Pack,positive
Fifth Third ranks among nation top banks,positive
Coverage initiated on Fifth Third by Sterne Agee CRT,positive
Fifth Third upgraded by Bernstein,positive
FLIR Brings New-Generation Thermal Imager for Smartphones - Analyst Blog,positive
FLIR Launches Groundbreaking Thermal Imaging Cameras for Firefighting,positive
FLIR Systems Announces Favorable Verdict in Litigation Matter,positive
FLIR Systems Announces Resolution With Securities and Exchange Commission,positive
"FLIR Systems Beats Q1 Earnings by a Penny, Guides In-Line - Analyst Blog",positive
"FLIR Systems Launches Multiple Products at CES 2015: Second Generation FLIR ONE(TM) for Android and iOS Platforms, C2 Compact Professional Thermal Camera & Raymarine Dragonfly Fishfinder Systems",positive
FLIR Systems Receives Production Order Totaling $19.5 Million From U.S. Customs and Border Protection to Support Mobile Surveillance Capabilities,positive
FLIR Systems Receives Production Order Totaling $51.1 Million From the U.S. Department of Defense to Support DR SKO Program,positive
FLIR Systems Receives Production Orders Totaling $27.1 Million From the U.S. Department of Defense to Support DR SKO Program,positive
FLIR Systems Secures $19.5M US Homeland Security Deal - Analyst Blog,positive
FLIR Systems Picks a Permanent CFO,positive
Fluor (FLR) Wins $581M Design-Build Contract in Texas - Analyst Blog,positive
Fluor Awarded Engineering Contract for New Chinese Polysilicon Plant,positive
Fluor Celebrates Project Initiation Ceremony of Hexcel Carbon Fiber Plant in France,positive
"Fluor Consortium Awarded Engineering, Procurement and Construction Contract for Natural Gas Development Project in Brazil",positive
Fluor Consortium Selected as Preferred Bidder to Manage and Operate Canadian Nuclear Laboratories,positive
Fluor Honored with Bronze Edison Award for Its Innovative Project Execution Approach,positive
Fluor Named Edison Awards Finalist for Innovative Modularization Project Execution Approach,positive
Fluor Recognized for Its Role on Sadara Chemical Project in Saudi Arabia,positive
Fluor Scores Big: BASF's New Global Engineering Partner - Analyst Blog,positive
Fluor Secures Tank Farm Contract in Canada Athabasca Oil Sands,positive
Fluor Selected as Project Management Contractor for OGPC Project in Azerbaijan,positive
Fluor Selected by BASF as Global Engineering Partner,positive
Fluor Selected by Goldcorp as Strategic Partner for Engineering and Construction Services,positive
Fluor Selected for Six-Year Position on the Air Force Contract Augmentation Program IV,positive
"Fluor-Led Joint Venture Selected as Preferred Bidder for Bergstrom Expressway in Austin, Texas",positive
"4:10 pm Fluor is awarded a year contract by Luminant, to provide engineering and facility services for its Comanche Peak Nuclear Power Plant; with an undisclosed contract value booked into Q2 backlog",positive
Fluor Awarded Power Maintenance Services Contract for Luminant Comanche Peak Nuclear Plant,positive
Fluor-COOEC Form JV to Boost Fabrication Presence,positive
Flowserve Expands Its Range of Durco Mark 3(TM) ISO Higher-Pressure Pumps,positive
Flowserve Releases New Self-priming Diaphragm Pump for the Agricultural Market,positive
Flowserve Will Launch New SIHI Liquid Ring Compressor at ACHEMA 2015,positive
Flowserve beats 4Q profit forecasts,positive
"4:41 pm Flowserve beats by $0.01, beats on revs; guides FY15 EPS in-line",positive
Flowserve tops Street 2Q forecasts,positive
Coverage initiated on FMC Corp by Global Hunter Securities,positive
FMC Stock Sees Analyst Earnings Estimates Increased,positive
FMC Corporation Acquires Global Rights to New Herbicide,positive
FMC Corporation Completes Acquisition of Cheminova A/S,positive
FMC Corporation's Board Increases Dividend,positive
FMC buys agrichemicals business Cheminova for $1.8 bn,positive
FMC purchasing Cheminova for $1.8 billion,positive
FMC tops 4Q profit forecasts,positive
Fossil Group tops 1Q profit forecasts,positive
Fossil Group tops Street 3Q forecasts,positive
"Fossil shares up on strong quarter, licensing deal",positive
Fossil Group beats 2Q profit forecasts,positive
Fossil Group (FOSL) Stock Gets Rating Upgrade at KeyBanc,positive
Fossil upgraded by KeyBanc Capital Mkts,positive
Fossil Unveils Its First Android Wear Smartwatches,positive
Twenty-First Century Fox (FOXA) Stock Closes Higher as World Cup Sets Viewership Record,positive
Twenty-First Century Fox posts 3Q profit,positive
Twenty-First Century Fox (FOXA) Stock Gains in After-Hours Trading After Earnings Report,positive
Twenty-First Century Fox posts 4Q profit,positive
"We Still Love First Solar, Even After The 8point3 IPO, Stifel Says",positive
First Solar upgraded by Standpoint Research,positive
Caterpillar Expands Renewable Power Generation Offerings in Conjunction with First Solar,positive
First Solar Achieves World Record 18.6 % Thin Film Module Conversion Efficiency,positive
First Solar Modules to Power Landmark 200MW Solar Photovoltaic Project in Dubai,positive
First Solar Trending After Ronnie Moas Upgrades To Buy,positive
First Solar beats 4Q profit forecasts,positive
"First Solar, BELECTRIC to Add 45 Million kWh of Clean Electricity to UK Generation Portfolio",positive
Silicon Ranch Selects First Solar Technology for Aerojet Rocketdyne Project,positive
JP Morgan On First Solar: Buy The Dip,positive
"4:14 pm First Solar beats by $0.85, beats on revs; guides FY15 EPS above consensus, revs above consensus",positive
Big Gains Made By First Solar,positive
First Solar (FSLR) Stock Gains in After-Hours Trading on Earnings Beat,positive
First Solar 2nd-quarter earnings rise sharply,positive
"First Solar Jumps 10%: Q2 Easily Beats, Year View Tops Consensus",positive
First Solar Results Exceed Estimates as Yieldco Boosts Sales 65%,positive
First Solar Up After Smashing Analyst Forecasts,positive
First Solar beats Street 2Q forecasts,positive
"First Solar rallies as earnings, sales forecast top estimates",positive
"First Solar sees whopping 2,000 percent profit increase on facility sales, joint venture IPO",positive
First Solar shares rise as 2Q results exceed estimates,positive
"First Solar shares up 12% after earnings, revenue beat",positive
First Solar's Profit Surges,positive
Nice beat for First Solar,positive
Big Gains Made by First Solar,positive
Big Gains in First Solar Trickle Into A6 Water ETFs?,positive
First Solar (FSLR) Stock Continues to Climb Following Earnings Beat,positive
First Solar Shines on Q2 Earnings Beat; Revenues Soar - Analyst Blog,positive
"First Solar Soars After Q2 Beat, Price Targets Hiked",positive
First Solar Surges on 65% Revenue Growth and 2015 Sales Guidance,positive
"First Solar, Inc. (FSLR) Rallies 12% As It Reports Strong Second Quarter Earnings: Is It A Buy Now?",positive
"Why Shares of First Solar, Inc. Soared 19% Today",positive
First Solar's Breakout Has the Strength to Carry Shares Even Higher,positive
First Solar Rises 17.56% in the Week Ending August 7,positive
Growing Solar Energy Demand Benefits First Solar,positive
Why You Shouldn't Bet Against First Solar (FSLR) Stock,positive
"First Solar Is Sector's Best in Fundamentals, but Can You Stomach the Volatility?",positive
Surging Earnings Estimates Signal Good News for First Solar (FSLR),positive
COO Makes a Big (Insider) Bet on FMC Technologies Stock,positive
FMC President Buys $1M In Stock Day After Street Targets Cut,positive
FMC Tech upgraded by FBR Capital and Jefferies,positive
FMC Technologies (FTI) Stock Upgraded at Jefferies,positive
FMC Technologies Awarded $268 Million Subsea Systems Contract for Chevron's Agbami Phase 3 Project,positive
FMC Technologies Awarded $297 Million Contract for Subsea Production Systems for Shah Deniz Stage 2 Project,positive
FMC Technologies Awarded $393 Million Subsea Systems Contract for Eni's Block 15/06 East Hub Project Offshore Angola,positive
FMC Technologies To Be Recognized at OTC with Spotlight on New Technology Award,positive
FMC Technologies beats 1Q profit forecasts,positive
FMC Technologies beats Street 4Q forecasts,positive
"AT&T Jumps on Upgrade, Frontier Communications Rises on Potential Dividend Boost - Telecom Winners & Losers",positive
Bernstein Upgrades Frontier Amid Proposed Verizon Deal,positive
Frontier Communications (FTR) Stock Climbing on Frontier Secure New Offer,positive
Frontier Communications (FTR) Stock Rallying After Accepting $283M to Expand Broadband Service,positive
"Frontier Communications Accepts $283 Million in Annual Connect America Funding to Expand Broadband Service to 650,000 Unserved Locations",positive
Frontier Communications Recognized at 2015 NY State Broadband Summit and Awards Ceremony,positive
Frontier Communications Sells Next-Generation 9-1-1 Systems to Six New York Counties,positive
Frontier Communications posts 3Q profit,positive
Frontier Communications posts 4Q profit,positive
Frontier Communications' Investments in New York Topped $146 Million in 2014,positive
Frontier Offers a Big 8.5% Yield and Can Jump 20%,positive
Frontier Secure Wins Excellence Award for Innovative Approach to Online Security Services,positive
Frontier to add 350 jobs in Rochester area over 3 years,positive
Frontier Communications (FTR) Stock Higher After Analyst Upgrade,positive
Frontier Communications upgraded by Jefferies,positive
2:37 pm Frontier Communications announces a Californian agreement with the Communications Workers of America District 9,positive
Frontier Communications and Communications Workers of America Reach Agreement in California,positive
How Frontier Communications Can Pay More in Dividends Than It Earns,positive
Frontier Communications and Communications Workers of America Reach Agreement in Texas and Missouri,positive
"7:20 am Frontier Communications reports EPS in-line, revs in-line; Co raises 2015 cash flow guidance",positive
Frontier Communications (FTR) Stock Soaring Following Earnings Beat,positive
Frontier Communications Jumps After Raising Cash Flow Estimates,positive
Frontier shares soar as it adds more Internet customers,positive
AGL Resources upgraded by BofA/Merrill,positive
AGL Resources (GAS) Stock Surging on $8 Billion Sale,positive
"AGL jumps on Southern Co. bid; Yahoo, Alibaba slide as market tumbles",positive
AGL leads S&P 500 as only handful of stocks in green,positive
AGL soars on deal; Netflix in Japan; Intel's cloud bet,positive
Southern buying AGL Resources for about $7.93 billion,positive
"Southern-AGL Combination Is Planned Growth Play, CEOs Say",positive
Strength Seen in AGL Resources (GAS): Stock Soars 28.3%,positive
Southern Co.'s AGL Buy to Boost Dividend Growth,positive
"France picks GE for Alstom, but says there's still work to do",positive
One Reason GE Stock Is Rising,positive
Exclusive - GE expected to win EU approval for $14 billion Alstom deal: sources,positive
Exclusive - GE expected to win EU approval for Alstom unit buy: sources,positive
Exclusive: GE expected to win EU approval for $14 billion Alstom deal,positive
Exclusive: GE expected to win EU approval for $14 billion Alstom deal - sources,positive
General Electric Capital Corporation -- Moody's upgrades to A1 GE Capital's subordinated notes due September 2035,positive
Aetna picks Gilead Sciences hepatitis C drugs over AbbVie's,positive
European Medicines Agency Validates Gilead Marketing Application for Fixed-Dose Combination of Emtricitabine and Tenofovir Alafenamide for HIV Treatment,positive
"Gilead 4Q results top estimates, company plans $15B buyback",positive
Gilead Sciences Acquires EpiTherapeutics,positive
Gilead Submits New Drug Application to U.S. Food and Drug Administration for Fixed-Dose Combination of Emtricitabine/Tenofovir Alafenamide for HIV Treatment,positive
"Gilead Submits New Drug Application to U.S. Food and Drug Administration for Single Tablet Regimen for HIV Containing Rilpivirine, Emtricitabine and Tenofovir Alafenamide (R/F/TAF)",positive
Gilead beats Street 1Q forecasts,positive
Gilead beats Street 4Q forecasts,positive
Gilead climbs after CVS Health favors its hepatitis C drugs,positive
"Gilead licenses hepatitis C drug to Cipla, Ranbaxy, five others",positive
Gilead lifted by $3.6B 1Q sales of newest hepatitis C pill,positive
Gilead tops Street 4Q forecasts,positive
Hepatitis C drugs market sees Gilead emerge as leading global player,positive
"Japan Ministry of Health, Labour and Welfare Approves Gilead Harvoni the First Once-Daily Single Tablet Regimen for the Treatment of Genotype 1 Chronic Hepatitis C",positive
"Japan Ministry of Health, Labour and Welfare Approves Gilead Slovaldi (sofosbuvir) for the Treatment of Genotype 2 Chronic Hepatitis C",positive
Mylan Launches Gilead Sciences' Sovaldi Tablets in India,positive
Bet on a Gilead Rally,positive
Gilead (GILD) Presents Encouraging Data on HIV Candidate - Analyst Blog,positive
Gilead Sciences Leads 3 Top-Rated Big Cap Stocks,positive
Gilead Sciences: Still Plenty of Growth Despite 'Stagnated' Hepatitis-C,positive
Why Gilead Will Beat Earnings Forecasts,positive
Wall Street's Best Think Gilead Will Continue To Outperform The Market,positive
"4:06 pm Gilead Sciences beats by $0.44, beats on revs; raises guidance for FY15 net product sales",positive
Biotech darling Gilead Sciences and Humana set to report earnings,positive
Biotech darling Gilead to pale in comparison to previous quarters: Estimize,positive
"Gilead 2nd-quarter profit increases 32 pct, 2015 outlook raised",positive
Gilead Lifts Sales View As Hep C Drugs Top,positive
Gilead Profit Tops Estimates as Hepatitis C Drug Sales Surge,positive
"Gilead Q2 Earnings Soar As HCV Shines, HIV Rebounds",positive
"Gilead Q2 Earnings: KAPOW! BAM! BOOM! (Yes, That Good)",positive
"Gilead Q2 profit beats Wall Street, 2015 sales outlook raised",positive
Gilead Sales Soar on Hepatitis Drugs,positive
Gilead Sciences (GILD) Stock Climbing in After Hours Trading Following Earnings Results,positive
"Gilead Sciences Inc. Posts Q2 Results, Able to Beat Earnings, Revenue Estimates - Stocks in the News",positive
Gilead Sciences Inc. Q2 Earnings: Harvoni Delivers Again,positive
Gilead Sciences: 'Appears to Be an Awesome Quarter',positive
Gilead Tops Estimates in 2Q,positive
Gilead beats Street 2Q forecasts,positive
"Gilead beats Street 2Q forecasts on surge in sales, profit",positive
"Gilead beats Street's 2Q forecasts on surge in sales, profit",positive
"Gilead hepatitis C sales beat Wall Street, sales outlook raised",positive
Gilead rallies after earnings beat Wall Street's expectations,positive
Hep C revenue beats at Gilead,positive
Pricey hepatitis C drugs help Gilead eclipse big sales threshold,positive
"Cramer -- Gilead Has a Fabulous Quarter, Tons of Merger Opportunities",positive
Cramer's Mad Dash: Hats off to Gilead,positive
Four Reason Gilead Can Head Higher,positive
Four Reasons Gilead Can Head Higher,positive
"Gilead (GILD) Beats on Q2 Earnings, Raises 2015 Outlook - Analyst Blog",positive
Gilead Gets Wall Street Love After Q2 Earnings Beat,positive
"Gilead Sciences, Inc. -- Moody's: Gilead's hepatitis-C sales continue strong streak",positive
"Gilead in Go-Go Mode as Profits, Forecast Impress",positive
Gilead: the Apple of the Biotech World,positive
Gilead's Hepatitis C Dominance Unchecked By AbbVie,positive
Why Did Gilead Sciences Stock Rise?,positive
3 Numbers Show Why Gilead Sciences Inc. Is in a Great Position Today,positive
"European Medicines Agency Validates Gilead Marketing Application for Single Tablet Regimen Containing Rilpivirine, Emtricitabine and Tenofovir Alafenamide (R/F/TAF) for HIV Treatment",positive
Gilead Leads 4 Drugmakers In Top Sector Performers,positive
"'We See Opportunity in Biogen, Gilead and Regeneron,' Morgan Stanley Says",positive
Corning (GLW) Stock Higher After Introducing Optical Cabling Innovation,positive
Corning Plans to Build 2nd Chinese LCD Plant in Chongqing - Analyst Blog,positive
Corning to Acquire Gerresheimer's Glass Tubing Business - Analyst Blog,positive
Corning to Invest in Gen 8.5 LCD Glass Substrate Finishing Facility in Chongqing,positive
The Oracle's top pick: Corning,positive
"2015-04-01 - Corning Incorporated Acquires iBwave Solutions, Inc.",positive
2015-04-06 - Corning Named 2015 ENERGY STAR Partner of the Year,positive
Corning (GLW) Stock Higher on $2 Billion Share Repurchase Program,positive
Corning Announces $2 Billion Share Repurchase Program,positive
Corning Authorizes $2B Share Buyback Ahead of Q2 Earnings - Analyst Blog,positive
Corning Introduces EDGE Solutions for Data Centers,positive
Corning beats Street 4Q forecasts,positive
Corning buying Samsung fiber optics business,positive
Corning expects Gorilla Glass sales to remain strong,positive
Corning tops 1Q profit forecasts,positive
Corning tops 3Q profit forecasts,positive
Corning tops Street 4Q forecasts,positive
Owens Corning Launches New Product for Hydrolysis Resistant (HR) and Impact Modified Polyamides (PA) Applications,positive
Owens Corning tops 3Q profit expectations,positive
Smartphone launches boost Gorilla glass maker Corning,positive
"7:18 am Corning beats by $0.01, reports revs in-line",positive
Corning (GLW) Beats on Strength In Optical Communications - Tale of the Tape,positive
Corning quarterly sales rise marginally,positive
Corning tops 2Q profit forecasts,positive
Dow Corning Reports Increased Profits for First Half of 2015,positive
Corning Forecasts Higher LCD Glass Volume,positive
Obi Worldphone(TM) Latest to Adopt Corning Glass 4 for New Smartphones,positive
Obi Worldphone Latest to Adopt Corning Gorilla Glass 4 for New Smartphones,positive
Owens Corning Expands Commercial Pipe Insulation Portfolio with Advanced Building Science Solutions,positive
Exclusive - GM set to storm India as Korea costs climb,positive
